Source Name	Characteristics [Age]	Characteristics [TimeUnit]	Characteristics [Organism]	Term Source REF	Term Accession Number	Characteristics [OrganismPart]	Term Source REF	Term Accession Number	Characteristics [StrainOrLine]	Term Source REF	Term Accession Number	Comment[Compound]	Protocol REF	Sample Name	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Material Type	Protocol REF	Hybridization Name	Array Design REF	Protocol REF	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	Factor Value [STRAIN]	Term Source REF	Term Accession Number
ABRC-CS57659 2	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57659	  	  	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57659 2	P-TABM-103	ABRC-CS57659 2	total_RNA	P-TABM-hans19	ABRC-CS57659 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R1556	A-AFFY-2	P-AFFY-6	R1556	R1556.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.3.zip	CS57659	  	  
ABRC-CS57703 1	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57703	  	  	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57703 1	P-TABM-103	ABRC-CS57703 1	total_RNA	P-TABM-hans19	ABRC-CS57703 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R1175	A-AFFY-2	P-AFFY-6	R1175	R1175.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.3.zip	CS57703	  	  
ABRC-CS57592 1	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57592	  	  	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57592 1	P-TABM-103	ABRC-CS57592 1	total_RNA	P-TABM-hans19	ABRC-CS57592 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R1196	A-AFFY-2	P-AFFY-6	R1196	R1196.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.3.zip	CS57592	  	  
ABRC-CS57693 1	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57693	  	  	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57693 1	P-TABM-103	ABRC-CS57693 1	total_RNA	P-TABM-hans19	ABRC-CS57693 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R1189	A-AFFY-2	P-AFFY-6	R1189	R1189.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.3.zip	CS57693	  	  
ABRC-CS57561 1	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57561	  	  	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57561 1	P-TABM-103	ABRC-CS57561 1	total_RNA	P-TABM-hans19	ABRC-CS57561 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R1192	A-AFFY-2	P-AFFY-6	R1192	R1192.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.3.zip	CS57561	  	  
ABRC-CS57779 2	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57779	EFO	EFO_0000116	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57779 2	P-TABM-103	ABRC-CS57779 2	total_RNA	P-TABM-hans19	ABRC-CS57779 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R531	A-AFFY-2	P-AFFY-6	R531	R531.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.3.zip	CS57779	EFO	EFO_0000116
ABRC-CS57896 2	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57896	EFO	EFO_0000160	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57896 2	P-TABM-103	ABRC-CS57896 2	total_RNA	P-TABM-hans19	ABRC-CS57896 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R736	A-AFFY-2	P-AFFY-6	R736	R736.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.3.zip	CS57896	EFO	EFO_0000160
ABRC-CS57620 2	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57620	EFO	EFO_0000037	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57620 2	P-TABM-103	ABRC-CS57620 2	total_RNA	P-TABM-hans19	ABRC-CS57620 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R795	A-AFFY-2	P-AFFY-6	R795	R795.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.3.zip	CS57620	EFO	EFO_0000037
ABRC-CS57581 2	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57581	EFO	EFO_0000021	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57581 2	P-TABM-103	ABRC-CS57581 2	total_RNA	P-TABM-hans19	ABRC-CS57581 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R771	A-AFFY-2	P-AFFY-6	R771	R771.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.3.zip	CS57581	EFO	EFO_0000021
ABRC-CS57558 2	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57558	  	  	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57558 2	P-TABM-103	ABRC-CS57558 2	total_RNA	P-TABM-hans19	ABRC-CS57558 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R1573	A-AFFY-2	P-AFFY-6	R1573	R1573.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.3.zip	CS57558	  	  
ABRC-CS57563 1	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57563	EFO	EFO_0000016	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57563 1	P-TABM-103	ABRC-CS57563 1	total_RNA	P-TABM-hans19	ABRC-CS57563 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R397	A-AFFY-2	P-AFFY-6	R397	R397.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.3.zip	CS57563	EFO	EFO_0000016
ABRC-CS57653 2	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57653	  	  	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57653 2	P-TABM-103	ABRC-CS57653 2	total_RNA	P-TABM-hans19	ABRC-CS57653 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R1569	A-AFFY-2	P-AFFY-6	R1569	R1569.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.3.zip	CS57653	  	  
ABRC-CS57901 2	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57901	EFO	EFO_0000161	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57901 2	P-TABM-103	ABRC-CS57901 2	total_RNA	P-TABM-hans19	ABRC-CS57901 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R707	A-AFFY-2	P-AFFY-6	R707	R707.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.3.zip	CS57901	EFO	EFO_0000161
ABRC-CS57583 1	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57583	EFO	EFO_0000022	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57583 1	P-TABM-103	ABRC-CS57583 1	total_RNA	P-TABM-hans19	ABRC-CS57583 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R143	A-AFFY-2	P-AFFY-6	R143	R143.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.3.zip	CS57583	EFO	EFO_0000022
ABRC-CS57855 2	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57855	  	  	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57855 2	P-TABM-103	ABRC-CS57855 2	total_RNA	P-TABM-hans19	ABRC-CS57855 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R1315	A-AFFY-2	P-AFFY-6	R1315	R1315.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.3.zip	CS57855	  	  
ABRC-CS57820 1	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57820	EFO	EFO_0000129	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57820 1	P-TABM-103	ABRC-CS57820 1	total_RNA	P-TABM-hans19	ABRC-CS57820 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R173	A-AFFY-2	P-AFFY-6	R173	R173.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.3.zip	CS57820	EFO	EFO_0000129
ABRC-CS57565 1	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57565	  	  	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57565 1	P-TABM-103	ABRC-CS57565 1	total_RNA	P-TABM-hans19	ABRC-CS57565 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R945	A-AFFY-2	P-AFFY-6	R945	R945.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.3.zip	CS57565	  	  
ABRC-CS57769 2	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57769	EFO	EFO_0000090	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57769 2	P-TABM-103	ABRC-CS57769 2	total_RNA	P-TABM-hans19	ABRC-CS57769 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R734	A-AFFY-2	P-AFFY-6	R734	R734.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.3.zip	CS57769	EFO	EFO_0000090
ABRC-CS57785 1	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57785	EFO	EFO_0000118	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57785 1	P-TABM-103	ABRC-CS57785 1	total_RNA	P-TABM-hans19	ABRC-CS57785 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R363	A-AFFY-2	P-AFFY-6	R363	R363.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.3.zip	CS57785	EFO	EFO_0000118
ABRC-CS57743 1	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57743	EFO	EFO_0000084	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57743 1	P-TABM-103	ABRC-CS57743 1	total_RNA	P-TABM-hans19	ABRC-CS57743 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R329	A-AFFY-2	P-AFFY-6	R329	R329.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.3.zip	CS57743	EFO	EFO_0000084
ABRC-CS57545 1	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57545	  	  	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57545 1	P-TABM-103	ABRC-CS57545 1	total_RNA	P-TABM-hans19	ABRC-CS57545 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R1151	A-AFFY-2	P-AFFY-6	R1151	R1151.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.3.zip	CS57545	  	  
ABRC-CS57530 1	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57530	  	  	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57530 1	P-TABM-103	ABRC-CS57530 1	total_RNA	P-TABM-hans19	ABRC-CS57530 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R1154	A-AFFY-2	P-AFFY-6	R1154	R1154.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.3.zip	CS57530	  	  
ABRC-CS57924 1	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57924	EFO	EFO_0000166	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57924 1	P-TABM-103	ABRC-CS57924 1	total_RNA	P-TABM-hans19	ABRC-CS57924 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R908	A-AFFY-2	P-AFFY-6	R908	R908.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.3.zip	CS57924	EFO	EFO_0000166
ABRC-CS57669 2	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57669	  	  	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57669 2	P-TABM-103	ABRC-CS57669 2	total_RNA	P-TABM-hans19	ABRC-CS57669 2 biotin	biotin	synthetic_DNA	P-TABM-hans12	R1589	A-AFFY-2	P-AFFY-6	R1589	R1589.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.3.zip	CS57669	  	  
ABRC-CS57628 1	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57628	EFO	EFO_0000044	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57628 1	P-TABM-103	ABRC-CS57628 1	total_RNA	P-TABM-hans19	ABRC-CS57628 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R344	A-AFFY-2	P-AFFY-6	R344	R344.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.3.zip	CS57628	EFO	EFO_0000044
ABRC-CS57521 2	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57521	EFO	EFO_0000006	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57521 2	P-TABM-103	ABRC-CS57521 2	total_RNA	P-TABM-hans19	ABRC-CS57521 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R750	A-AFFY-2	P-AFFY-6	R750	R750.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.4.zip	CS57521	EFO	EFO_0000006
ABRC-CS57572 1	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57572	EFO	EFO_0000019	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57572 1	P-TABM-103	ABRC-CS57572 1	total_RNA	P-TABM-hans19	ABRC-CS57572 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R136	A-AFFY-2	P-AFFY-6	R136	R136.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.4.zip	CS57572	EFO	EFO_0000019
ABRC-CS57822 2	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57822	EFO	EFO_0000130	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57822 2	P-TABM-103	ABRC-CS57822 2	total_RNA	P-TABM-hans19	ABRC-CS57822 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R591	A-AFFY-2	P-AFFY-6	R591	R591.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.4.zip	CS57822	EFO	EFO_0000130
ABRC-CS57674 2	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57674	  	  	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57674 2	P-TABM-103	ABRC-CS57674 2	total_RNA	P-TABM-hans19	ABRC-CS57674 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R1513	A-AFFY-2	P-AFFY-6	R1513	R1513.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.4.zip	CS57674	  	  
ABRC-CS57560 1	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57560	EFO	EFO_0000015	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57560 1	P-TABM-103	ABRC-CS57560 1	total_RNA	P-TABM-hans19	ABRC-CS57560 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R151	A-AFFY-2	P-AFFY-6	R151	R151.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.4.zip	CS57560	EFO	EFO_0000015
ABRC-CS57631 2	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57631	EFO	EFO_0000047	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57631 2	P-TABM-103	ABRC-CS57631 2	total_RNA	P-TABM-hans19	ABRC-CS57631 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R703	A-AFFY-2	P-AFFY-6	R703	R703.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.4.zip	CS57631	EFO	EFO_0000047
ABRC-CS57873 2	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57873	EFO	EFO_0000152	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57873 2	P-TABM-103	ABRC-CS57873 2	total_RNA	P-TABM-hans19	ABRC-CS57873 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R742	A-AFFY-2	P-AFFY-6	R742	R742.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.4.zip	CS57873	EFO	EFO_0000152
ABRC-CS57871 2	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57871	EFO	EFO_0000151	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57871 2	P-TABM-103	ABRC-CS57871 2	total_RNA	P-TABM-hans19	ABRC-CS57871 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R541	A-AFFY-2	P-AFFY-6	R541	R541.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.4.zip	CS57871	EFO	EFO_0000151
ABRC-CS57549 2	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57549	EFO	EFO_0000012	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57549 2	P-TABM-103	ABRC-CS57549 2	total_RNA	P-TABM-hans19	ABRC-CS57549 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R525	A-AFFY-2	P-AFFY-6	R525	R525.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.4.zip	CS57549	EFO	EFO_0000012
ABRC-CS57622 1	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57622	EFO	EFO_0000039	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57622 1	P-TABM-103	ABRC-CS57622 1	total_RNA	P-TABM-hans19	ABRC-CS57622 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R399	A-AFFY-2	P-AFFY-6	R399	R399.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.4.zip	CS57622	EFO	EFO_0000039
ABRC-CS57750 2	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57750	EFO	EFO_0000085	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57750 2	P-TABM-103	ABRC-CS57750 2	total_RNA	P-TABM-hans19	ABRC-CS57750 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R581	A-AFFY-2	P-AFFY-6	R581	R581.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.4.zip	CS57750	EFO	EFO_0000085
ABRC-CS57561 2	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57561	  	  	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57561 2	P-TABM-103	ABRC-CS57561 2	total_RNA	P-TABM-hans19	ABRC-CS57561 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R1327	A-AFFY-2	P-AFFY-6	R1327	R1327.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.4.zip	CS57561	  	  
ABRC-CS57859 1	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57859	EFO	EFO_0000148	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57859 1	P-TABM-103	ABRC-CS57859 1	total_RNA	P-TABM-hans19	ABRC-CS57859 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R332	A-AFFY-2	P-AFFY-6	R332	R332.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.4.zip	CS57859	EFO	EFO_0000148
ABRC-CS57886 2	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57886	EFO	EFO_0000158	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57886 2	P-TABM-103	ABRC-CS57886 2	total_RNA	P-TABM-hans19	ABRC-CS57886 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R563	A-AFFY-2	P-AFFY-6	R563	R563.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.4.zip	CS57886	EFO	EFO_0000158
ABRC-CS57870 2	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57870	EFO	EFO_0000150	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57870 2	P-TABM-103	ABRC-CS57870 2	total_RNA	P-TABM-hans19	ABRC-CS57870 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R745	A-AFFY-2	P-AFFY-6	R745	R745.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.4.zip	CS57870	EFO	EFO_0000150
ABRC-CS57587 1	6	weeks	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	leaf	EFO	EFO_0000993	CS57587	EFO	EFO_0000024	0.3 mM salicylic acid	P-TABM-hans18	ABRC-CS57587 1	P-TABM-103	ABRC-CS57587 1	total_RNA	P-TABM-hans19	ABRC-CS57587 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	R163	A-AFFY-2	P-AFFY-6	R163	R163.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-518/E-TABM-518.raw.4.zip	CS57587	EFO	EFO_0000024
