TFName 	 TFLocus 	 TargetName 	 TargetLocus 	 IsTF 	 TargetType 	 Confirmation 	 InteractionType
LFY 	 AT5G61850 	 AT1G21130 	 AT1G21130 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G21130 	 AT1G21130 	 No 	 Direct 	 Confirmed 	 Repression
LFY 	 AT5G61850 	 AT1G21140 	 AT1G21140 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G21326 	 AT1G21326 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G21327 	 AT1G21327 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G21390 	 AT1G21390 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G21390 	 AT1G21390 	 No 	 Direct 	 Confirmed 	 Repression
LFY 	 AT5G61850 	 AT1G21395 	 AT1G21395 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G21460 	 AT1G21460 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G21520 	 AT1G21520 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G21590 	 AT1G21590 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G21610 	 AT1G21610 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G22400 	 AT1G22400 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G22403 	 AT1G22403 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G22410 	 AT1G22410 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G22560 	 AT1G22560 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G22570 	 AT1G22570 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G22680 	 AT1G22680 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G22690 	 AT1G22690 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G22700 	 AT1G22700 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G22730 	 AT1G22730 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G22767 	 AT1G22767 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G22810 	 AT1G22810 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G22830 	 AT1G22830 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G23070 	 AT1G23070 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G23074 	 AT1G23074 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G23080 	 AT1G23080 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G23100 	 AT1G23100 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G23390 	 AT1G23390 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G23700 	 AT1G23700 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G23700 	 AT1G23700 	 No 	 Direct 	 Confirmed 	 Repression
LFY 	 AT5G61850 	 AT1G23710 	 AT1G23710 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G23860 	 AT1G23860 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G23870 	 AT1G23870 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G24140 	 AT1G24140 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G24145 	 AT1G24145 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G24160 	 AT1G24160 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G24170 	 AT1G24170 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G24265 	 AT1G24265 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G24530 	 AT1G24530 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G24600 	 AT1G24600 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G24600 	 AT1G24600 	 No 	 Direct 	 Confirmed 	 Repression
LFY 	 AT5G61850 	 AT1G24640 	 AT1G24640 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G24640 	 AT1G24640 	 No 	 Direct 	 Confirmed 	 Repression
LFY 	 AT5G61850 	 AT1G25240 	 AT1G25240 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G25270 	 AT1G25270 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G25270 	 AT1G25270 	 No 	 Direct 	 Confirmed 	 Repression
LFY 	 AT5G61850 	 AT1G25275 	 AT1G25275 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G25390 	 AT1G25390 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G25400 	 AT1G25400 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G25450 	 AT1G25450 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G25550 	 AT1G25550 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G25560 	 AT1G25560 	 Yes 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G25570 	 AT1G25570 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G26550 	 AT1G26550 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G26558 	 AT1G26558 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G26940 	 AT1G26940 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G27110 	 AT1G27110 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G27120 	 AT1G27120 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G27210 	 AT1G27210 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G27213 	 AT1G27213 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G27220 	 AT1G27220 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G27330 	 AT1G27330 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G27450 	 AT1G27450 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G27470 	 AT1G27470 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G27480 	 AT1G27480 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G27740 	 AT1G27740 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G27740 	 AT1G27740 	 No 	 Direct 	 Confirmed 	 Repression
LFY 	 AT5G61850 	 AT1G27750 	 AT1G27750 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G27752 	 AT1G27752 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G27840 	 AT1G27840 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G27850 	 AT1G27850 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G27920 	 AT1G27920 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G27921 	 AT1G27921 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G27930 	 AT1G27930 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G28310 	 AT1G28310 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G28430 	 AT1G28430 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G28430 	 AT1G28430 	 No 	 Direct 	 Confirmed 	 Repression
LFY 	 AT5G61850 	 AT1G28570 	 AT1G28570 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G28600 	 AT1G28600 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G28610 	 AT1G28610 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G28630 	 AT1G28630 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G28630 	 AT1G28630 	 No 	 Direct 	 Confirmed 	 Repression
LFY 	 AT5G61850 	 AT1G29060 	 AT1G29060 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G29430 	 AT1G29430 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G29440 	 AT1G29440 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G29440 	 AT1G29440 	 No 	 Direct 	 Confirmed 	 Repression
LFY 	 AT5G61850 	 AT1G29450 	 AT1G29450 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G29450 	 AT1G29450 	 No 	 Direct 	 Confirmed 	 Repression
LFY 	 AT5G61850 	 AT1G29460 	 AT1G29460 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G29460 	 AT1G29460 	 No 	 Direct 	 Confirmed 	 Repression
LFY 	 AT5G61850 	 AT1G29500 	 AT1G29500 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G29630 	 AT1G29630 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G29640 	 AT1G29640 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G29720 	 AT1G29720 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G30016 	 AT1G30016 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G30040 	 AT1G30040 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G30190 	 AT1G30190 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G30320 	 AT1G30320 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G30350 	 AT1G30350 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G30350 	 AT1G30350 	 No 	 Direct 	 Confirmed 	 Repression
LFY 	 AT5G61850 	 AT1G30360 	 AT1G30360 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G30475 	 AT1G30475 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G31130 	 AT1G31130 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G31350 	 AT1G31350 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G32170 	 AT1G32170 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G32530 	 AT1G32530 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G32540 	 AT1G32540 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G32550 	 AT1G32550 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G32780 	 AT1G32780 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G32780 	 AT1G32780 	 No 	 Direct 	 Confirmed 	 Repression
LFY 	 AT5G61850 	 AT1G32900 	 AT1G32900 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G32910 	 AT1G32910 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G32920 	 AT1G32920 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G33060 	 AT1G33060 	 Yes 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G33102 	 AT1G33102 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G33110 	 AT1G33110 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G33360 	 AT1G33360 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G33370 	 AT1G33370 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G33415 	 AT1G33415 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G33440 	 AT1G33440 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G33590 	 AT1G33590 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G33600 	 AT1G33600 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G33600 	 AT1G33600 	 No 	 Direct 	 Confirmed 	 Repression
LFY 	 AT5G61850 	 AT1G33790 	 AT1G33790 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G33800 	 AT1G33800 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G33810 	 AT1G33810 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G33970 	 AT1G33970 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G34120 	 AT1G34120 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G34210 	 AT1G34210 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G34220 	 AT1G34220 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G34230 	 AT1G34230 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G35510 	 AT1G35510 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G35610 	 AT1G35610 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G35612 	 AT1G35612 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G35663 	 AT1G35663 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G35670 	 AT1G35670 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G35720 	 AT1G35720 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G35730 	 AT1G35730 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G35730 	 AT1G35730 	 No 	 Direct 	 Confirmed 	 Repression
LFY 	 AT5G61850 	 AT1G35735 	 AT1G35735 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G36936 	 AT1G36936 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G36940 	 AT1G36940 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G37140 	 AT1G37140 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G44170 	 AT1G44170 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G44835 	 AT1G44835 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G45120 	 AT1G45120 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G45130 	 AT1G45130 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G45201 	 AT1G45201 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G45230 	 AT1G45230 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G48090 	 AT1G48090 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G48095 	 AT1G48095 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G48095 	 AT1G48095 	 No 	 Direct 	 Confirmed 	 Repression
LFY 	 AT5G61850 	 AT1G48420 	 AT1G48420 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G48480 	 AT1G48480 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G48870 	 AT1G48870 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G48880 	 AT1G48880 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G48970 	 AT1G48970 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G48980 	 AT1G48980 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G48990 	 AT1G48990 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G49000 	 AT1G49000 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G49010 	 AT1G49010 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G49310 	 AT1G49310 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G49420 	 AT1G49420 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G49440 	 AT1G49440 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G49450 	 AT1G49450 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G49450 	 AT1G49450 	 No 	 Direct 	 Confirmed 	 Repression
LFY 	 AT5G61850 	 AT1G49590 	 AT1G49590 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G49600 	 AT1G49600 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G49750 	 AT1G49750 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G49760 	 AT1G49760 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G50140 	 AT1G50140 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G50160 	 AT1G50160 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G50160 	 AT1G50160 	 No 	 Direct 	 Confirmed 	 Repression
LFY 	 AT5G61850 	 AT1G50410 	 AT1G50410 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G51160 	 AT1G51160 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G51170 	 AT1G51170 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G52565 	 AT1G52565 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G52790 	 AT1G52790 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G52800 	 AT1G52800 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G52800 	 AT1G52800 	 No 	 Direct 	 Confirmed 	 Repression
LFY 	 AT5G61850 	 AT1G52900 	 AT1G52900 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G52900 	 AT1G52900 	 No 	 Direct 	 Confirmed 	 Repression
LFY 	 AT5G61850 	 AT1G53165 	 AT1G53165 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G53430 	 AT1G53430 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G53830 	 AT1G53830 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G54110 	 AT1G54110 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G54120 	 AT1G54120 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G54130 	 AT1G54130 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G54180 	 AT1G54180 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G54215 	 AT1G54215 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G54217 	 AT1G54217 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G54220 	 AT1G54220 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G55205 	 AT1G55205 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G55210 	 AT1G55210 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G55330 	 AT1G55330 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G55340 	 AT1G55340 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G55650 	 AT1G55650 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G55660 	 AT1G55660 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G55690 	 AT1G55690 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G55700 	 AT1G55700 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G55750 	 AT1G55750 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G55760 	 AT1G55760 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G55770 	 AT1G55770 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G55960 	 AT1G55960 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G56020 	 AT1G56020 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G56030 	 AT1G56030 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G56030 	 AT1G56030 	 No 	 Direct 	 Confirmed 	 Repression
LFY 	 AT5G61850 	 AT1G56240 	 AT1G56240 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G56242 	 AT1G56242 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G56250 	 AT1G56250 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G56260 	 AT1G56260 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G56550 	 AT1G56550 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G56553 	 AT1G56553 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G56630 	 AT1G56630 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G58180 	 AT1G58180 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G58200 	 AT1G58200 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G58350 	 AT1G58350 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G59660 	 AT1G59660 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G59710 	 AT1G59710 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G59722 	 AT1G59722 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G59780 	 AT1G59780 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G59790 	 AT1G59790 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G59930 	 AT1G59930 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G59950 	 AT1G59950 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G59950 	 AT1G59950 	 No 	 Direct 	 Confirmed 	 Repression
LFY 	 AT5G61850 	 AT1G59960 	 AT1G59960 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G60010 	 AT1G60010 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G60020 	 AT1G60020 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G60020 	 AT1G60020 	 No 	 Direct 	 Confirmed 	 Repression
LFY 	 AT5G61850 	 AT1G61255 	 AT1G61255 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G61260 	 AT1G61260 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G61795 	 AT1G61795 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G61800 	 AT1G61800 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G61800 	 AT1G61800 	 No 	 Direct 	 Confirmed 	 Repression
LFY 	 AT5G61850 	 AT1G61830 	 AT1G61830 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G62301 	 AT1G62301 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G62305 	 AT1G62305 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G63290 	 AT1G63290 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G63570 	 AT1G63570 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G63580 	 AT1G63580 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G63810 	 AT1G63810 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G63835 	 AT1G63835 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G63840 	 AT1G63840 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G63880 	 AT1G63880 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G63900 	 AT1G63900 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G64050 	 AT1G64050 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G64060 	 AT1G64060 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G64180 	 AT1G64180 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G64420 	 AT1G64420 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G64430 	 AT1G64430 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G64800 	 AT1G64800 	 No 	 Direct 	 Confirmed 	 Activation
LFY 	 AT5G61850 	 AT1G64820 	 AT1G64820 	 No 	 Direct 	 Confirmed 	 Activation
